file,class,verdict,error
corpus_045.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_047.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_048.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_049.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_051.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_053.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_055.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_056.scr,branch_asymmetry,SURVIVED,(mutant still validates — equivalent or gap)
corpus_057.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_059.scr,branch_asymmetry,SURVIVED,(mutant still validates — equivalent or gap)
corpus_061.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_063.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_064.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_065.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_067.scr,branch_asymmetry,SURVIVED,(mutant still validates — equivalent or gap)
corpus_069.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_071.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_072.scr,branch_asymmetry,SURVIVED,(mutant still validates — equivalent or gap)
corpus_073.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_075.scr,branch_asymmetry,SURVIVED,(mutant still validates — equivalent or gap)
corpus_077.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_079.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_080.scr,branch_asymmetry,SURVIVED,(mutant still validates — equivalent or gap)
corpus_081.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_083.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_085.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_087.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_088.scr,branch_asymmetry,SURVIVED,(mutant still validates — equivalent or gap)
corpus_089.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_091.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_093.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_095.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_096.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_097.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_099.scr,branch_asymmetry,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_000.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_001.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_003.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_005.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_007.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_008.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_009.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_011.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_013.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_015.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_016.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_017.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_019.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_021.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_023.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_024.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_025.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_027.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_029.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_031.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_032.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_033.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_035.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_037.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_039.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_040.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_041.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_043.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_045.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_047.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_048.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_049.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_051.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_053.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_055.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_056.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_057.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_059.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_061.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_063.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_064.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_065.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_067.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_069.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_071.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_072.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_073.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_075.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_077.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_079.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_080.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_081.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_083.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_085.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_087.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_088.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_089.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_091.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_093.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_095.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_096.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_097.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_099.scr,flip_branch_subject,caught,Picked up JAVA_TOOL_OPTIONS: -Djavax.net.ssl.trustStore=/root/.ccr/java-truststore.p12 -Djavax.net.ssl.trustStorePasswor
corpus_000.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_001.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_002.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_003.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_004.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_005.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_006.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_007.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_008.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_009.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_010.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_011.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_012.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_013.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_014.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_015.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_016.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_017.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_018.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_019.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_020.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_021.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_022.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_023.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_024.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_025.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_026.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_027.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_028.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_029.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_030.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_031.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_032.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_033.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_034.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_035.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_036.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_037.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_038.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_039.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_040.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_041.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_042.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_043.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_044.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_045.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_046.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_047.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_048.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_049.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_050.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_051.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_052.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_053.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_054.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_055.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_056.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_057.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_058.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_059.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_060.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_061.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_062.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_063.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_064.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_065.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_066.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_067.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_068.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_069.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_070.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_071.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_072.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_073.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_074.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_075.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_076.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_077.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_078.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_079.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_080.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_081.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_082.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_083.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_084.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_085.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_086.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_087.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_088.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_089.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_090.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_091.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_092.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_093.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_094.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_095.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_096.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_097.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_098.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_099.scr,circular_wait,SURVIVED,(mutant still validates — equivalent or gap)
corpus_000.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_001.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_002.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_003.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_004.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_005.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_006.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_007.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_008.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_009.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_010.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_011.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_012.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_013.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_014.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_015.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_016.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_017.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_018.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_019.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_020.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_021.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_022.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_023.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
corpus_024.scr,swap_order,SURVIVED,(mutant still validates — equivalent or gap)
